,BusNum,BusNum:1,LineCircuit,LineR,LineX,BranchDeviceType,LineStatus,Latitude,Longitude,Latitude:1,Longitude:1,BusNomVolt,LineLimitPercent,LineMVA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lim MVA C
153,120,119,1,0.00056,0.00306,Line,Closed,34.85,-82.4,34.85,-82.4,138,0,46.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
154,121,287,1,0.00709,0.06806,Line,Closed,34.03,-80.96,33.94,-80.69,138,0,320.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
155,121,276,1,0.00255,0.02446,Line,Closed,34.03,-80.96,33.99,-81.03,138,0,320.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
156,122,121,1,0.00055,0.00385,Line,Closed,34.03,-80.96,34.03,-80.96,138,0,70.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
157,124,369,1,0.00769,0.07057,Line,Closed,35.01,-83,34.75,-82.93,138,0,320.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
158,124,260,1,0.00204,0.01871,Line,Closed,35.01,-83,34.95,-82.98,138,0,320.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
159,124,123,1,0.0002,0.01438,Transformer,Closed,35.01,-83,35.01,-83,138,0,488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
160,125,123,1,0.00028,0.04064,Transformer,Closed,35.01,-83,35.01,-83,138,0,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
161,126,123,1,0.00015,0.02189,Transformer,Closed,35.01,-83,35.01,-83,138,0,352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
162,127,123,1,0.00038,0.04792,Transformer,Closed,35.01,-83,35.01,-83,345,0,378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
163,128,123,1,0.00016,0.01585,Transformer,Closed,35.01,-83,35.01,-83,138,0,391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
164,130,129,1,0.0007,0.00322,Line,Closed,34.77,-82.38,34.77,-82.38,138,0,166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
165,131,333,1,0.00223,0.02139,Line,Closed,35.05,-81.8,34.98,-81.83,345,0,320.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
166,132,131,1,0.00067,0.00362,Line,Closed,35.05,-81.8,35.05,-81.8,138,0,41.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
167,133,226,1,0.00644,0.05908,Line,Closed,34.65,-83.15,34.86,-83.16,13.8,0,320.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
168,133,369,1,0.00616,0.05646,Line,Closed,34.65,-83.15,34.75,-82.93,13.8,0,320.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
169,134,133,1,0.00052,0.00308,Line,Closed,34.65,-83.15,34.65,-83.15,13.8,0,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
170,135,457,1,0.00686,0.06297,Line,Closed,33.69,-80.79,33.89,-80.64,138,0,320.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
171,135,287,1,0.00757,0.06942,Line,Closed,33.69,-80.79,33.94,-80.69,138,0,320.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
172,136,135,1,0.00055,0.00366,Line,Closed,33.69,-80.79,33.69,-80.79,138,0,45.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
173,137,426,1,0.003,0.02879,Line,Closed,34.24,-82.15,34.31,-82.23,138,0,320.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
174,137,214,1,0.00312,0.02996,Line,Closed,34.24,-82.15,34.14,-82.15,138,0,320.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
175,137,426,2,0.003,0.02879,Line,Closed,34.24,-82.15,34.31,-82.23,345,0,320.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
176,138,137,1,0.00056,0.00379,Line,Closed,34.24,-82.15,34.24,-82.15,138,0,122.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
177,139,376,1,0.00268,0.0257,Line,Closed,35.14,-82,35.07,-82.07,138,0,320.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
178,140,139,1,0.0006,0.00318,Line,Closed,35.14,-82,35.14,-82,138,0,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
179,142,141,1,0.00069,0.00342,Line,Closed,34.97,-81.08,34.97,-81.08,138,0,209.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
180,143,247,1,0.00754,0.07237,Line,Closed,35.05,-81.07,35.16,-81.43,138,0,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
181,143,401,1,0.00406,0.03896,Line,Closed,35.05,-81.07,35.11,-81.22,138,0,480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
182,143,452,1,0.00754,0.07237,Line,Closed,35.05,-81.07,34.83,-80.91,138,0,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
183,143,338,1,0.00212,0.01941,Line,Closed,35.05,-81.07,35.05,-80.99,138,0,320.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
184,144,143,2,0.0011,0.033,Transformer,Closed,35.05,-81.07,35.05,-81.07,138,0,650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
185,144,143,1,0.0011,0.033,Transformer,Closed,35.05,-81.07,35.05,-81.07,138,0,650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
186,145,143,1,0.00119,0.0337,Transformer,Closed,35.05,-81.07,35.05,-81.07,138,0,650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
187,145,143,2,0.00119,0.0337,Transformer,Closed,35.05,-81.07,35.05,-81.07,138,0,650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
188,146,195,1,0.00033,0.00433,Line,Closed,34.13,-81.34,34.06,-81.22,138,0,1493.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
189,146,162,1,0.00028,0.00408,Line,Closed,34.13,-81.34,34.14,-81.21,138,0,1493.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
190,147,146,1,0.00101,0.05565,Transformer,Closed,34.13,-81.34,34.13,-81.34,138,0,272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
191,148,147,1,0.00059,0.00394,Line,Closed,34.13,-81.34,34.13,-81.34,138,0,102.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
192,149,81,1,0.00288,0.02641,Line,Closed,33.75,-82.15,33.66,-82.2,138,0,320.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
193,150,149,1,0.00068,0.00369,Line,Closed,33.75,-82.15,33.75,-82.15,138,0,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
194,151,23,1,0.00018,0.00261,Line,Closed,34.93,-82.01,34.93,-82.1,138,0,1493.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
195,152,151,1,0.00034,0.0203,Transformer,Closed,34.93,-82.01,34.93,-82.01,345,0,570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
196,153,152,1,0.00053,0.00311,Line,Closed,34.93,-82.01,34.93,-82.01,138,0,130.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
197,154,488,1,0.00801,0.07345,Line,Closed,35.04,-81.98,34.9,-82.26,13.8,0,320.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
198,154,429,1,0.00212,0.02035,Line,Closed,35.04,-81.98,35.11,-81.97,13.8,0,320.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
199,155,154,1,0.00053,0.00301,Line,Closed,35.04,-81.98,35.04,-81.98,138,0,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
200,157,156,1,0.0006,0.00358,Line,Closed,34.86,-82.3,34.86,-82.3,138,0,164.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
201,158,291,1,0.00513,0.04929,Line,Closed,33.76,-81.27,33.6,-81.32,138,0,320.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
202,158,233,1,0.0061,0.05593,Line,Closed,33.76,-81.27,33.94,-81.15,138,0,320.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
203,159,158,1,0.0006,0.00387,Line,Closed,33.76,-81.27,33.76,-81.27,138,0,31.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
204,160,399,1,0.00401,0.03683,Line,Closed,33.57,-81.86,33.45,-81.86,138,0,320.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
205,160,212,1,0.00257,0.02465,Line,Closed,33.57,-81.86,33.53,-81.94,138,0,320.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
206,161,160,1,0.00056,0.00357,Line,Closed,33.57,-81.86,33.57,-81.86,138,0,44.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
207,162,232,1,0.00053,0.00759,Line,Closed,34.14,-81.21,33.94,-81.15,138,0,1493.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
208,162,220,1,0.00139,0.01839,Line,Closed,34.14,-81.21,34.66,-81.45,138,0,1493.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
209,162,195,1,0.00023,0.00328,Line,Closed,34.14,-81.21,34.06,-81.22,138,0,1493.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
210,163,162,1,0.00034,0.01982,Transformer,Closed,34.14,-81.21,34.14,-81.21,138,0,510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
211,163,162,2,0.00037,0.01982,Transformer,Closed,34.14,-81.21,34.14,-81.21,138,0,510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
212,164,163,1,0.00065,0.00399,Line,Closed,34.14,-81.21,34.14,-81.21,138,0,174.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
213,165,386,1,0.00072,0.01042,Line,Closed,34.96,-82.91,34.68,-82.84,138,0,1493.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
214,165,123,1,0.00022,0.00314,Line,Closed,34.96,-82.91,35.01,-83,138,0,1493.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
215,166,165,1,0.00018,0.00871,Transformer,Closed,34.96,-82.91,34.96,-82.91,138,0,606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
216,166,228,1,0.00485,0.04444,Line,Closed,34.96,-82.91,34.93,-82.73,138,0,320.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
217,166,289,1,0.00211,0.02029,Line,Closed,34.96,-82.91,34.99,-82.84,138,0,320.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
218,167,165,1,0.00046,0.02157,Transformer,Closed,34.96,-82.91,34.96,-82.91,138,0,411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
219,168,165,1,0.00029,0.03549,Transformer,Closed,34.96,-82.91,34.96,-82.91,138,0,445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
220,169,165,1,0.00035,0.02558,Transformer,Closed,34.96,-82.91,34.96,-82.91,345,0,543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
221,170,226,1,0.00463,0.04248,Line,Closed,34.78,-83.01,34.86,-83.16,138,0,320.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
222,171,170,1,0.00051,0.00377,Line,Closed,34.78,-83.01,34.78,-83.01,13.8,0,20.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
223,172,244,1,0.00329,0.0316,Line,Closed,34.37,-81.96,34.34,-82.09,13.8,0,320.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
224,173,172,1,0.00068,0.00313,Line,Closed,34.37,-81.96,34.37,-81.96,13.8,0,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
225,174,172,1,0.00059,0.00304,Line,Closed,34.37,-81.96,34.37,-81.96,13.8,0,12.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
226,175,220,1,0.0011,0.01596,Line,Closed,34.71,-80.92,34.66,-81.45,138,0,1493.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
227,176,175,1,0.00039,0.03857,Transformer,Closed,34.71,-80.92,34.71,-80.92,138,0,273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
228,177,176,1,0.00056,0.00365,Line,Closed,34.71,-80.92,34.71,-80.92,138,0,12.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
229,178,176,1,0.00068,0.00316,Line,Closed,34.71,-80.92,34.71,-80.92,138,0,10.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
230,179,374,1,0.00377,0.03624,Line,Closed,33.63,-81.08,33.75,-81.04,138,0,320.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
231,179,291,1,0.00596,0.05727,Line,Closed,33.63,-81.08,33.6,-81.32,13.8,0,320.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
232,180,179,1,0.00069,0.0033,Line,Closed,33.63,-81.08,33.63,-81.08,345,0,25.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
233,181,97,1,0.00299,0.02873,Line,Closed,34.56,-82.76,34.46,-82.76,138,0,320.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
234,181,487,1,0.00275,0.02642,Line,Closed,34.56,-82.76,34.53,-82.87,138,0,320.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
235,182,181,1,0.00063,0.00372,Line,Closed,34.56,-82.76,34.56,-82.76,345,0,145.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
236,183,274,1,0.00367,0.03527,Line,Closed,35.12,-81.47,35.07,-81.61,138,0,320.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
237,183,247,1,0.00196,0.01887,Line,Closed,35.12,-81.47,35.16,-81.43,138,0,320.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
238,184,183,1,0.00054,0.00301,Line,Closed,35.12,-81.47,35.12,-81.47,138,0,40.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
239,185,467,1,0.00202,0.0185,Line,Closed,34.77,-82.69,34.76,-82.76,138,0,320.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
240,186,185,1,0.00056,0.00307,Line,Closed,34.77,-82.69,34.77,-82.69,138,0,76.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
241,187,454,1,0.01385,0.12704,Line,Closed,33.53,-80.59,33.87,-81.02,138,0,320.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
242,188,187,1,0.00067,0.00314,Line,Closed,33.53,-80.59,33.53,-80.59,138,0,19.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
243,190,189,1,0.00069,0.00301,Line,Closed,33.66,-81.42,33.66,-81.42,138,0,22.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
244,191,293,1,0.00516,0.04959,Line,Closed,33.69,-81.85,33.82,-82,138,0,320.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
245,191,205,1,0.00533,0.05114,Line,Closed,33.69,-81.85,33.52,-81.83,138,0,320.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
246,191,35,1,0.00404,0.03704,Line,Closed,33.69,-81.85,33.61,-81.98,345,0,320.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
247,192,191,1,0.00068,0.00376,Line,Closed,33.69,-81.85,33.69,-81.85,138,0,27.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
248,193,112,1,0.00287,0.02753,Line,Closed,33.87,-81.55,33.92,-81.45,13.8,0,320.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
249,193,19,1,0.00222,0.02132,Line,Closed,33.87,-81.55,33.81,-81.59,13.8,0,320.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
250,194,193,1,0.0007,0.0038,Line,Closed,33.87,-81.55,33.87,-81.55,13.8,0,49.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
251,196,195,1,0.00023,0.01443,Transformer,Closed,34.06,-81.22,34.06,-81.22,138,0,560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
252,197,195,1,0.0006,0.03102,Transformer,Closed,34.06,-81.22,34.06,-81.22,138,0,597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
253,198,195,1,0.00039,0.02185,Transformer,Closed,34.06,-81.22,34.06,-81.22,138,0,527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
254,199,196,1,0.00069,0.00331,Line,Closed,34.06,-81.22,34.06,-81.22,13.8,0,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
255,200,163,1,0.00327,0.02996,Line,Closed,34.22,-81.3,34.14,-81.21,13.8,0,320.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
256,201,200,1,0.00069,0.00317,Line,Closed,34.22,-81.3,34.22,-81.3,13.8,0,14.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
257,202,172,1,0.00407,0.03911,Line,Closed,34.42,-81.81,34.37,-81.96,13.8,0,320.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
258,203,202,1,0.00064,0.00362,Line,Closed,34.42,-81.81,34.42,-81.81,13.8,0,6.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
259,204,202,1,0.00055,0.00389,Line,Closed,34.42,-81.81,34.42,-81.81,138,0,72.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
260,205,312,1,0.00677,0.06207,Line,Closed,33.52,-81.83,33.3,-81.8,138,0,320.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
261,206,205,1,0.00055,0.00303,Line,Closed,33.52,-81.83,33.52,-81.83,138,0,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
262,207,205,1,0.00065,0.0037,Line,Closed,33.52,-81.83,33.52,-81.83,345,0,30.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
263,209,208,1,0.00051,0.0036,Line,Closed,34.69,-82.29,34.69,-82.29,138,0,141.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
264,210,24,1,0.00222,0.02034,Line,Closed,34.86,-82.11,34.93,-82.1,13.8,0,320.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
265,211,210,1,0.00068,0.00378,Line,Closed,34.86,-82.11,34.86,-82.11,13.8,0,54.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
266,212,399,1,0.00334,0.03211,Line,Closed,33.53,-81.94,33.45,-81.86,138,0,320.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
267,213,212,1,0.00063,0.00369,Line,Closed,33.53,-81.94,33.53,-81.94,138,0,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
268,214,403,1,0.00422,0.04049,Line,Closed,34.14,-82.15,34.11,-81.98,138,0,320.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
269,215,214,1,0.00058,0.00381,Line,Closed,34.14,-82.15,34.14,-82.15,138,0,124.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
270,216,70,1,0.0026,0.02381,Line,Closed,34.52,-82.48,34.53,-82.37,138,0,320.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
271,217,216,1,0.0006,0.00313,Line,Closed,34.52,-82.48,34.52,-82.48,345,0,71.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
272,218,399,1,0.00454,0.04365,Line,Closed,33.61,-81.82,33.45,-81.86,138,0,320.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
273,219,218,1,0.00058,0.00366,Line,Closed,33.61,-81.82,33.61,-81.82,138,0,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
274,220,471,1,0.00098,0.01421,Line,Closed,34.66,-81.45,34.88,-81.84,138,0,1493.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
275,221,493,1,0.00341,0.03277,Line,Closed,34.66,-81.45,34.56,-81.49,13.8,0,320.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
276,221,478,1,0.00304,0.02916,Line,Closed,34.66,-81.45,34.76,-81.47,138,0,320.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
277,221,447,1,0.00397,0.03812,Line,Closed,34.66,-81.45,34.68,-81.61,138,0,320.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
278,221,220,1,0.00087,0.02901,Transformer,Closed,34.66,-81.45,34.66,-81.45,138,0,556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
279,222,220,1,0.00048,0.02225,Transformer,Closed,34.66,-81.45,34.66,-81.45,138,0,228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
280,223,220,1,0.00057,0.03062,Transformer,Closed,34.66,-81.45,34.66,-81.45,138,0,248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
281,224,220,2,0.00043,0.02404,Transformer,Closed,34.66,-81.45,34.66,-81.45,138,0,588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
282,224,220,1,0.00054,0.02404,Transformer,Closed,34.66,-81.45,34.66,-81.45,138,0,588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
283,225,220,2,0.00018,0.01242,Transformer,Closed,34.66,-81.45,34.66,-81.45,138,0,628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
284,225,220,1,0.00018,0.01242,Transformer,Closed,34.66,-81.45,34.66,-81.45,138,0,628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
285,227,226,1,0.00067,0.00335,Line,Closed,34.86,-83.16,34.86,-83.16,138,0,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
286,228,474,1,0.00651,0.05975,Line,Closed,34.93,-82.73,34.92,-82.44,138,0,320.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
287,228,468,1,0.00489,0.04697,Line,Closed,34.93,-82.73,35.08,-82.63,138,0,320.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
288,229,228,1,0.00059,0.00359,Line,Closed,34.93,-82.73,34.93,-82.73,138,0,77.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
289,231,230,1,0.00368,0.18877,Transformer,Closed,34.44,-83.05,34.44,-83.05,138,0,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
290,232,453,1,0.00032,0.00429,Line,Closed,33.94,-81.15,33.87,-81.02,138,0,1493.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
291,232,371,1,0.00049,0.00653,Line,Closed,33.94,-81.15,33.94,-81.38,138,0,1493.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
292,233,53,1,0.00236,0.02167,Line,Closed,33.94,-81.15,33.95,-81.06,138,0,320.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
293,233,486,1,0.00227,0.02176,Line,Closed,33.94,-81.15,34,-81.1,138,0,320.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
294,233,232,1,0.00046,0.0207,Transformer,Closed,33.94,-81.15,33.94,-81.15,138,0,628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
295,234,233,1,0.00055,0.00341,Line,Closed,33.94,-81.15,33.94,-81.15,138,0,95.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
296,235,271,1,0.00031,0.00414,Line,Closed,33.9,-81.71,33.78,-81.68,138,0,1493.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
297,235,407,1,0.00124,0.01637,Line,Closed,33.9,-81.71,33.44,-81.91,345,0,1493.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
298,236,235,1,0.00024,0.02788,Transformer,Closed,33.9,-81.71,33.9,-81.71,138,0,507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
299,236,106,1,0.00312,0.02991,Line,Closed,33.9,-81.71,33.84,-81.8,138,0,320.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
300,237,236,1,0.0007,0.00335,Line,Closed,33.9,-81.71,33.9,-81.71,138,0,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
301,238,152,1,0.00215,0.02069,Line,Closed,34.87,-82.02,34.93,-82.01,13.8,0,320.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
302,238,46,1,0.00313,0.03009,Line,Closed,34.87,-82.02,34.76,-82.04,13.8,0,320.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
303,239,238,1,0.00051,0.00362,Line,Closed,34.87,-82.02,34.87,-82.02,138,0,64.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
304,240,272,1,0.01164,0.10682,Line,Closed,33.4,-81.42,33.78,-81.68,138,0,320.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
305,240,74,1,0.00443,0.04067,Line,Closed,33.4,-81.42,33.51,-81.3,13.8,0,320.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
