,BusNum,BusKVVolt,BusName,Latitude:1,Longitude:1,SubNum,BusNomVolt
429,429,143.00333,CHESNEE 2 1,35.11,-81.97,1,138
430,430,14.352,CHESNEE 2 2,35.11,-81.97,1,13.8
431,431,14.352,CHESNEE 2 3,35.11,-81.97,1,13.8
432,432,14.352,CHESNEE 2 4,35.11,-81.97,1,13.8
433,433,14.352,CHESNEE 2 5,35.11,-81.97,1,13.8
434,434,14.352,CHESNEE 2 6,35.11,-81.97,1,13.8
435,435,14.3503,CHESNEE 2 7,35.11,-81.97,1,13.8
436,436,14.3503,CHESNEE 2 8,35.11,-81.97,1,13.8
437,437,14.352,CHESNEE 2 9,35.11,-81.97,1,13.8
438,438,14.352,CHESNEE 2 10,35.11,-81.97,1,13.8
439,439,14.352,CHESNEE 2 11,35.11,-81.97,1,13.8
440,440,359.75002,WILLIAMSTON 1 0,34.6,-82.44,1,345
441,441,143.85326,WILLIAMSTON 1 1,34.6,-82.44,1,138
442,442,14.39,WILLIAMSTON 1 2,34.6,-82.44,1,13.8
443,443,14.39,WILLIAMSTON 1 3,34.6,-82.44,1,13.8
444,444,14.39,WILLIAMSTON 1 4,34.6,-82.44,1,13.8
445,445,143.68963,EASLEY 2 0,34.78,-82.56,1,138
446,446,143.58062,EASLEY 2 1,34.78,-82.56,1,138
447,447,143.70554,UNION 2 0,34.68,-81.61,1,138
448,448,143.63567,UNION 2 1,34.68,-81.61,1,138
449,449,142.55991,ARCADIA 0,34.97,-81.91,1,138
450,450,142.5587,ARCADIA 1,34.97,-81.91,1,138
451,451,142.55759,ARCADIA 2,34.97,-81.91,1,138
452,452,140.94893,CATAWBA 0,34.83,-80.91,1,138
453,453,357.34777,GASTON 1 0,33.87,-81.02,1,345
454,454,141.61251,GASTON 1 1,33.87,-81.02,1,138
455,455,14.352,GASTON 1 2,33.87,-81.02,1,13.8
456,456,14.352,GASTON 1 3,33.87,-81.02,1,13.8
457,457,142.32802,EASTOVER 1 0,33.89,-80.64,1,138
458,458,14.22283,EASTOVER 1 1,33.89,-80.64,1,13.8
459,459,141.44905,FORT MILL 2 0,35.01,-80.93,1,138
460,460,142.31457,CAMPOBELLO 0,35.12,-82.13,1,138
461,461,143.04239,EASLEY 1 0,34.88,-82.58,1,138
462,462,143.93508,UNION 1 0,34.72,-81.65,1,138
463,463,14.39351,UNION 1 1,34.72,-81.65,1,13.8
464,464,359.34324,JONESVILLE 0,34.83,-81.65,1,345
465,465,143.74193,JONESVILLE 1,34.83,-81.65,1,138
466,466,142.87776,CHESNEE 1 0,35.13,-81.91,1,138
467,467,143.36128,NORRIS 0,34.76,-82.76,1,138
468,468,143.1033,CLEVELAND 0,35.08,-82.63,1,138
469,469,141.90038,GREER 2 0,35.02,-82.28,1,138
470,470,143.31233,CENTRAL 0,34.74,-82.8,1,138
471,471,359.23973,SPARTANBURG 2 0,34.88,-81.84,1,345
472,472,143.29959,SPARTANBURG 2 1,34.88,-81.84,1,138
473,473,143.15647,LONG CREEK 0,34.76,-83.28,1,138
474,474,144.59961,GREENVILLE 1 0,34.92,-82.44,1,138
475,475,141.50424,PEAK 0,34.24,-81.33,1,138
476,476,141.39339,COLUMBIA 2 0,34.03,-81,1,138
477,477,144.17744,ROEBUCK 0,34.78,-81.85,1,138
478,478,142.68131,SHARON 0,34.76,-81.47,1,138
479,479,143.02103,RIDGEWAY 1 0,34.34,-80.7,1,138
480,480,14.352,RIDGEWAY 1 1,34.34,-80.7,1,13.8
481,481,14.352,RIDGEWAY 1 2,34.34,-80.7,1,13.8
482,482,14.352,RIDGEWAY 1 3,34.34,-80.7,1,13.8
483,483,14.352,RIDGEWAY 1 4,34.34,-80.7,1,13.8
484,484,14.352,RIDGEWAY 1 5,34.34,-80.7,1,13.8
485,485,141.32341,WEST COLUMBIA 2 0,33.91,-81.08,1,138
486,486,141.34788,WEST COLUMBIA 1 0,34,-81.1,1,138
487,487,146.43162,TOWNVILLE 0,34.53,-82.87,1,138
488,488,141.01725,GREER 1 0,34.9,-82.26,1,138
489,489,144.14009,PLUM BRANCH 0,33.77,-82.24,1,138
490,490,143.46657,HONEA PATH 1 0,34.46,-82.36,1,138
491,491,141.61556,COLUMBIA 1 0,34.1,-81.04,1,138
492,492,141.02419,CHESTER 0,34.72,-81.23,1,138
493,493,142.99853,CARLISLE 0,34.56,-81.49,1,138
494,494,14.29985,CARLISLE 1,34.56,-81.49,1,13.8
495,495,142.42036,SPARTANBURG 1 0,35,-81.96,1,138
496,496,141.78812,FORT MILL 1 0,35.02,-81.01,1,138
497,497,14.352,FORT MILL 1 1,35.02,-81.01,1,13.8
498,498,14.28983,FORT MILL 1 2,35.02,-81.01,1,13.8
499,499,140.83684,LEXINGTON 1 0,33.89,-81.24,1,138
500,500,144.15275,MC CORMICK 0,33.93,-82.25,1,138
